deg hall1 accelX accelY
0 -31457 0.00 -1.25
0 -10486 0.00 -1.25
0 -31457 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.25
0 23593 0.00 -1.24
0 0 0.00 -1.26
0 -20972 0.00 -1.26
0 23593 0.00 -1.27
0 23593 0.00 -1.24
0 -20972 0.00 -1.24
0 23593 0.00 -1.25
0 -20972 0.00 -1.24
0 -10486 0.00 -1.24
0 -10486 0.00 -1.23
0 -20972 0.00 -1.24
0 -10486 0.00 -1.26
0 -20972 0.00 -1.25
0 23593 0.00 -1.25
0 -10486 0.00 -1.24
0 0 0.00 -1.25
0 -31457 0.00 -1.26
0 -20972 0.00 -1.25
0 -20972 0.00 -1.26
0 -20972 0.00 -1.27
0 -20972 0.00 -1.26
0 -10486 0.00 -1.24
0 -10486 0.00 -1.24
0 -20972 0.00 -1.25
0 -10486 0.00 -1.25
0 -20972 0.00 -1.25
0 -31457 0.00 -1.24
0 -31457 0.00 -1.24
0 -31457 0.00 -1.25
0 0 0.00 -1.25
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 23593 0.00 -1.24
0 -10486 0.00 -1.25
0 -31457 0.00 -1.24
0 -20972 0.00 -1.25
0 -20972 0.00 -1.24
0 -20972 0.00 -1.23
0 -31457 0.00 -1.25
0 -10486 0.00 -1.23
0 23593 0.00 -1.26
0 -31457 0.00 -1.24
0 -10486 0.00 -1.24
0 -20972 0.00 -1.24
0 -10486 0.00 -1.26
0 23593 0.00 -1.23
0 0 0.00 -1.25
0 -31457 0.00 -1.23
0 -31457 0.00 -1.24
0 -31457 0.00 -1.25
0 -20972 0.00 -1.24
0 -20972 0.00 -1.25
0 -31457 0.00 -1.25
0 -20972 0.00 -1.24
0 -31457 0.00 -1.25
0 -10486 0.00 -1.26
0 -10486 0.00 -1.24
0 10486 0.00 -1.25
0 23593 0.00 -1.24
0 -10486 0.00 -1.25
0 23593 0.00 -1.24
0 23593 0.00 -1.25
0 -10486 0.00 -1.24
0 -20972 0.00 -1.27
0 -20972 0.00 -1.24
0 -20972 0.00 -1.25
0 -20972 0.00 -1.24
0 -10486 0.00 -1.24
0 -20972 0.00 -1.24
0 -10486 0.00 -1.24
0 -31457 0.00 -1.25
0 -31457 0.00 -1.24
0 -31457 0.00 -1.22
0 -31457 0.00 -1.24
0 -20972 0.00 -1.25
0 -10486 0.00 -1.26
0 -10486 0.00 -1.25
0 -10486 0.00 -1.24
0 -20972 0.00 -1.25
0 0 0.00 -1.24
0 23593 0.00 -1.24
0 -31457 0.00 -1.25
0 2621 0.00 -1.22
0 -10486 0.00 -1.25
0 -20972 0.00 -1.26
0 23593 0.00 -1.24
0 -31457 0.00 -1.24
0 -31457 0.00 -1.26
0 0 0.00 -1.25
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 -31457 0.00 -1.25
0 23593 0.00 -1.24
0 -20972 0.00 -1.25
0 -31457 0.00 -1.24
0 -10486 0.00 -1.24
0 -31457 0.00 -1.25
0 -20972 0.00 -1.24
0 -20972 0.00 -1.25
0 2621 0.00 -1.25
0 23593 0.00 -1.24
0 23593 0.00 -1.23
0 -10486 0.00 -1.26
0 0 0.00 -1.23
0 -31457 0.00 -1.25
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 -31457 0.00 -1.25
0 -31457 0.00 -1.25
0 -31457 0.00 -1.24
0 -10486 0.00 -1.26
0 13107 0.00 -1.25
0 -31457 0.00 -1.24
0 -10486 0.00 -1.24
0 0 0.00 -1.23
0 -31457 0.00 -1.25
0 13107 0.00 -1.26
0 -20972 0.00 -1.27
0 -10486 0.00 -1.26
0 -10486 0.00 -1.24
0 -20972 0.00 -1.25
0 -10486 0.00 -1.26
0 -31457 0.00 -1.24
0 -20972 0.00 -1.26
0 -10486 0.00 -1.26
0 -10486 0.00 -1.23
0 -20972 0.00 -1.24
0 23593 0.00 -1.26
0 -31457 0.00 -1.24
0 -20972 0.00 -1.23
0 -20972 0.00 -1.27
0 -20972 0.00 -1.26
0 -10486 0.00 -1.25
0 -31457 0.00 -1.25
0 -31457 0.00 -1.24
0 -10486 0.00 -1.24
0 -20972 0.00 -1.25
0 0 0.00 -1.24
0 -31457 0.00 -1.24
0 -20972 0.00 -1.26
0 0 0.00 -1.24
0 -20972 0.00 -1.25
0 -31457 0.00 -1.25
0 0 0.00 -1.25
0 -10486 0.00 -1.24
0 -10486 0.00 -1.24
0 -31457 0.00 -1.25
0 -31457 0.00 -1.24
0 -10486 0.00 -1.25
0 -20972 0.00 -1.25
0 13107 0.00 -1.24
0 23593 0.00 -1.26
0 -10486 0.00 -1.25
0 -31457 0.00 -1.25
0 23593 0.00 -1.23
0 -10486 0.00 -1.25
0 -31457 0.00 -1.24
0 13107 0.00 -1.24
0 -31457 0.00 -1.24
0 -20972 0.00 -1.24
0 -31457 0.00 -1.24
0 -31457 0.00 -1.26
0 -31457 0.00 -1.26
0 23593 0.00 -1.23
0 -10486 0.00 -1.25
0 23593 0.00 -1.26
0 -20972 0.00 -1.25
0 -20972 0.00 -1.23
0 -10486 0.00 -1.24
0 -20972 0.00 -1.25
0 23593 0.00 -1.24
0 23593 0.00 -1.25
0 -20972 0.00 -1.25
0 -20972 0.00 -1.25
0 -31457 0.00 -1.23
0 -20972 0.00 -1.24
0 -31457 0.00 -1.25
0 0 0.00 -1.24
0 -31457 0.00 -1.26
0 -31457 0.00 -1.24
0 -31457 0.00 -1.25
0 -20972 0.00 -1.23
0 23593 0.00 -1.24
0 13107 0.00 -1.26
0 -20972 0.00 -1.23
0 -10486 0.00 -1.24
0 -31457 0.00 -1.24
0 0 0.00 -1.26
0 -20972 0.00 -1.25
0 23593 0.00 -1.24
0 -31457 0.00 -1.24
0 -10486 0.00 -1.26
0 -20972 0.00 -1.25
0 -31457 0.00 -1.24
0 23593 0.00 -1.25
0 -20972 0.00 -1.24
0 2621 0.00 -1.24
0 -20972 0.00 -1.25
0 -10486 0.00 -1.23
0 -10486 0.00 -1.25
0 23593 0.00 -1.25
0 23593 0.00 -1.24
0 -20972 0.00 -1.25
0 -31457 0.00 -1.25
0 23593 0.00 -1.24
0 -10486 0.00 -1.26
0 -10486 0.00 -1.23
0 -31457 0.00 -1.24
0 -20972 0.00 -1.25
0 -31457 0.00 -1.24
0 -20972 0.00 -1.25
0 -31457 0.00 -1.24
0 -31457 0.00 -1.25
0 -31457 0.00 -1.24
0 -31457 0.00 -1.25
0 -31457 0.00 -1.24
0 23593 0.00 -1.24
0 -31457 0.00 -1.25
0 -31457 0.00 -1.24
0 13107 0.00 -1.24
0 -20972 0.00 -1.25
0 20972 0.00 -1.24
0 -31457 0.00 -1.26
0 -31457 0.00 -1.24
0 23593 0.00 -1.25
0 23593 0.00 -1.25
0 -10486 0.00 -1.24
0 23593 0.00 -1.25
0 -31457 0.00 -1.23
0 10486 0.00 -1.25
0 -10486 0.00 -1.26
0 -31457 0.00 -1.26
0 23593 0.00 -1.26
0 23593 0.00 -1.24
0 -31457 0.00 -1.24
0 -31457 0.00 -1.24
0 13107 0.00 -1.27
0 -31457 0.00 -1.24
0 -10486 0.00 -1.25
0 -20972 0.00 -1.24
0 13107 0.00 -1.23
0 23593 0.00 -1.25
0 -10486 0.00 -1.25
0 -20972 0.00 -1.26
0 -10486 0.00 -1.26
0 -31457 0.00 -1.27
0 -20972 0.00 -1.24
0 -10486 0.00 -1.24
0 -10486 0.00 -1.24
0 -31457 0.00 -1.25
0 -20972 0.00 -1.24
0 -20972 0.00 -1.26
0 -10486 0.00 -1.24
0 -20972 0.00 -1.24
0 -31457 0.00 -1.24
0 -31457 0.00 -1.26
0 23593 0.00 -1.25
0 -20972 0.00 -1.26
0 -20972 0.00 -1.25
0 23593 0.00 -1.24
0 -31457 0.00 -1.24
0 -10486 0.00 -1.24
0 -20972 0.00 -1.25
0 -20972 0.00 -1.26
0 2621 0.00 -1.25
0 23593 0.00 -1.25
0 -20972 0.00 -1.24
0 0 0.00 -1.24
0 -20972 0.00 -1.24
0 -31457 0.00 -1.25
0 -10486 0.00 -1.25
0 -31457 0.00 -1.26
0 -20972 0.00 -1.23
0 -10486 0.00 -1.26
0 -31457 0.00 -1.24
0 -31457 0.00 -1.24
0 -31457 0.00 -1.25
0 -20972 0.00 -1.25
0 0 0.00 -1.25
0 -31457 0.00 -1.24
0 -31457 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.23
0 -10486 0.00 -1.24
0 -20972 0.00 -1.25
0 -20972 0.00 -1.25
0 -20972 0.00 -1.24
0 -31457 0.00 -1.28
0 -20972 0.00 -1.24
0 0 0.00 -1.25
0 23593 0.00 -1.24
0 -31457 0.00 -1.24
0 -31457 0.00 -1.24
0 -10486 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 -31457 0.00 -1.25
0 -10486 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 -31457 0.00 -1.23
0 -31457 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 -10486 0.00 -1.25
0 -20972 0.00 -1.27
0 -31457 0.00 -1.24
0 -20972 0.00 -1.25
0 -20972 0.00 -1.25
0 -31457 0.00 -1.24
0 -10486 0.00 -1.25
0 -31457 0.00 -1.25
0 13107 0.00 -1.24
0 -20972 0.00 -1.25
0 -10486 0.00 -1.24
0 -20972 0.00 -1.24
0 -10486 0.00 -1.25
0 -20972 0.00 -1.26
0 23593 0.00 -1.25
0 23593 0.00 -1.24
0 23593 0.00 -1.24
0 -20972 0.00 -1.25
0 23593 0.00 -1.26
0 23593 0.00 -1.24
0 23593 0.00 -1.25
0 -10486 0.00 -1.25
0 -20972 0.00 -1.25
0 -20972 0.00 -1.25
0 -10486 0.00 -1.24
0 13107 0.00 -1.26
0 -10486 0.00 -1.25
0 -10486 0.00 -1.27
0 -31457 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 -10486 0.00 -1.26
0 -31457 0.00 -1.24
0 -31457 0.00 -1.24
0 -31457 0.00 -1.25
0 -10486 0.00 -1.25
0 0 0.00 -1.25
0 -10486 0.00 -1.23
0 -31457 0.00 -1.25
0 -31457 0.00 -1.24
0 -31457 0.00 -1.26
0 -10486 0.00 -1.24
0 -31457 0.00 -1.24
0 23593 0.00 -1.24
0 -31457 0.00 -1.24
0 13107 0.00 -1.26
0 -20972 0.00 -1.25
0 -10486 0.00 -1.23
0 -20972 0.00 -1.24
0 -31457 0.00 -1.25
0 -31457 0.00 -1.25
0 -31457 0.00 -1.27
0 -31457 0.00 -1.27
0 -10486 0.00 -1.25
0 -31457 0.00 -1.25
0 23593 0.00 -1.25
0 -31457 0.00 -1.25
0 -10486 0.00 -1.25
0 -20972 0.00 -1.24
0 -31457 0.00 -1.25
0 13107 0.00 -1.25
0 -20972 0.00 -1.24
0 23593 0.00 -1.25
0 -20972 0.00 -1.26
0 -20972 0.00 -1.25
0 -10486 0.00 -1.24
0 -10486 0.00 -1.25
0 13107 0.00 -1.23
0 -31457 0.00 -1.24
0 -31457 0.00 -1.25
0 -31457 0.00 -1.24
0 -20972 0.00 -1.24
0 -10486 0.00 -1.26
0 -31457 0.00 -1.26
0 -10486 0.00 -1.24
0 -20972 0.00 -1.26
0 2621 0.00 -1.26
0 -20972 0.00 -1.26
0 -20972 0.00 -1.26
0 13107 0.00 -1.24
0 -20972 0.00 -1.26
0 -31457 0.00 -1.24
0 -31457 0.00 -1.24
0 -31457 0.00 -1.24
0 -20972 0.00 -1.24
0 -31457 0.00 -1.24
0 -10486 0.00 -1.25
0 -31457 0.00 -1.24
0 23593 0.00 -1.26
0 -10486 0.00 -1.24
0 -10486 0.00 -1.26
0 23593 0.00 -1.25
0 -20972 0.00 -1.26
0 -31457 0.00 -1.25
0 -10486 0.00 -1.26
0 -31457 0.00 -1.24
0 -10486 0.00 -1.24
0 -20972 0.00 -1.25
0 -31457 0.00 -1.24
0 -10486 0.00 -1.26
0 -20972 0.00 -1.24
0 23593 0.00 -1.26
0 -20972 0.00 -1.26
0 -31457 0.00 -1.27
0 23593 0.00 -1.23
0 -20972 0.00 -1.25
0 -10486 0.00 -1.24
0 23593 0.00 -1.24
0 -31457 0.00 -1.25
0 23593 0.00 -1.23
0 -20972 0.00 -1.25
0 -20972 0.00 -1.24
0 -31457 0.00 -1.24
0 23593 0.00 -1.24
0 -20972 0.00 -1.24
0 0 0.00 -1.24
0 -31457 0.00 -1.25
0 0 0.00 -1.24
0 -10486 0.00 -1.25
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 13107 0.00 -1.26
0 -31457 0.00 -1.24
0 23593 0.00 -1.24
0 23593 0.00 -1.24
0 -31457 0.00 -1.23
0 -31457 0.00 -1.25
0 23593 0.00 -1.24
0 -31457 0.00 -1.26
0 -20972 0.00 -1.24
0 -31457 0.00 -1.25
0 -10486 0.00 -1.25
0 -31457 0.00 -1.25
0 -31457 0.00 -1.24
0 -10486 0.00 -1.24
0 -31457 0.00 -1.26
0 -10486 0.00 -1.25
0 23593 0.00 -1.24
0 23593 0.00 -1.25
0 -10486 0.00 -1.25
0 -10486 0.00 -1.24
0 23593 0.00 -1.24
0 23593 0.00 -1.26
0 -20972 0.00 -1.25
0 23593 0.00 -1.25
0 -20972 0.00 -1.25
0 -20972 0.00 -1.24
0 -31457 0.00 -1.23
0 -20972 0.00 -1.26
0 -20972 0.00 -1.26
0 -31457 0.00 -1.25
0 -31457 0.00 -1.24
0 -31457 0.00 -1.24
0 -20972 0.00 -1.24
0 -10486 0.00 -1.24
0 -20972 0.00 -1.25
0 -31457 0.00 -1.25
0 23593 0.00 -1.24
0 -10486 0.00 -1.25
0 -10486 0.00 -1.24
0 -20972 0.00 -1.23
0 -31457 0.00 -1.26
0 -20972 0.00 -1.26
0 -20972 0.00 -1.24
0 -10486 0.00 -1.25
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 -31457 0.00 -1.25
0 -31457 0.00 -1.25
0 -31457 0.00 -1.25
0 -20972 0.00 -1.24
0 23593 0.00 -1.25
0 -31457 0.00 -1.24
0 23593 0.00 -1.24
0 -20972 0.00 -1.24
0 13107 0.00 -1.25
0 -31457 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.25
0 23593 0.00 -1.24
0 23593 0.00 -1.24
0 -10486 0.00 -1.24
0 -10486 0.00 -1.24
0 23593 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.25
0 -20972 0.00 -1.24
0 -31457 0.00 -1.25
0 -20972 0.00 -1.24
0 13107 0.00 -1.25
0 23593 0.00 -1.24
0 -20972 0.00 -1.25
0 -20972 0.00 -1.24
0 23593 0.00 -1.24
0 -31457 0.00 -1.23
0 -20972 0.00 -1.23
0 -20972 0.00 -1.26
0 -10486 0.00 -1.25
0 0 0.00 -1.26
0 -31457 0.00 -1.23
0 23593 0.00 -1.23
0 -31457 0.00 -1.24
0 0 0.00 -1.24
0 -10486 0.00 -1.25
0 13107 0.00 -1.24
0 -20972 0.00 -1.26
0 -31457 0.00 -1.25
0 -31457 0.00 -1.25
0 -20972 0.00 -1.25
0 23593 0.00 -1.25
0 -20972 0.00 -1.27
0 -31457 0.00 -1.25
0 -31457 0.00 -1.24
0 -31457 0.00 -1.24
0 13107 0.00 -1.23
0 -31457 0.00 -1.26
0 -31457 0.00 -1.24
0 23593 0.00 -1.25
0 23593 0.00 -1.25
0 -31457 0.00 -1.24
0 13107 0.00 -1.25
0 -31457 0.00 -1.25
0 -31457 0.00 -1.24
0 -20972 0.00 -1.23
0 -31457 0.00 -1.25
0 -31457 0.00 -1.25
0 23593 0.00 -1.24
0 -20972 0.00 -1.26
0 -20972 0.00 -1.23
0 -20972 0.00 -1.25
0 0 0.00 -1.23
0 13107 0.00 -1.24
0 13107 0.00 -1.24
0 0 0.00 -1.26
0 -10486 0.00 -1.24
0 23593 0.00 -1.25
0 -31457 0.00 -1.25
0 13107 0.00 -1.24
0 23593 0.00 -1.23
0 -31457 0.00 -1.24
0 -20972 0.00 -1.24
0 23593 0.00 -1.24
0 -10486 0.00 -1.26
0 -20972 0.00 -1.24
0 -31457 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 0 0.00 -1.24
0 -20972 0.00 -1.25
0 13107 0.00 -1.24
0 23593 0.00 -1.26
0 -20972 0.00 -1.25
0 -20972 0.00 -1.24
0 -31457 0.00 -1.22
0 -31457 0.00 -1.25
0 -20972 0.00 -1.24
0 -31457 0.00 -1.24
0 23593 0.00 -1.24
0 23593 0.00 -1.24
0 23593 0.00 -1.24
0 -31457 0.00 -1.22
0 -31457 0.00 -1.24
0 -31457 0.00 -1.23
0 -31457 0.00 -1.24
0 -31457 0.00 -1.27
0 -20972 0.00 -1.25
0 -31457 0.00 -1.24
0 23593 0.00 -1.26
0 -20972 0.00 -1.24
0 23593 0.00 -1.24
0 -10486 0.00 -1.25
0 23593 0.00 -1.24
0 -31457 0.00 -1.25
0 -20972 0.00 -1.27
0 -31457 0.00 -1.24
0 -20972 0.00 -1.26
0 23593 0.00 -1.25
0 -20972 0.00 -1.24
0 -20972 0.00 -1.25
0 -31457 0.00 -1.25
0 13107 0.00 -1.26
0 -31457 0.00 -1.24
0 -20972 0.00 -1.26
0 0 0.00 -1.25
0 -10486 0.00 -1.26
0 -20972 0.00 -1.27
0 -20972 0.00 -1.24
0 -31457 0.00 -1.24
0 23593 0.00 -1.24
0 -20972 0.00 -1.24
0 -31457 0.00 -1.26
0 -20972 0.00 -1.24
0 -31457 0.00 -1.25
0 23593 0.00 -1.25
0 -31457 0.00 -1.24
0 -20972 0.00 -1.25
0 -20972 0.00 -1.24
0 -20972 0.00 -1.26
0 23593 0.00 -1.25
0 23593 0.00 -1.26
0 -10486 0.00 -1.27
0 -10486 0.00 -1.27
0 -20972 0.00 -1.25
0 -20972 0.00 -1.24
0 -20972 0.00 -1.25
0 -31457 0.00 -1.25
0 -31457 0.00 -1.26
0 23593 0.00 -1.24
0 -31457 0.00 -1.25
0 -10486 0.00 -1.25
0 -20972 0.00 -1.23
0 -20972 0.00 -1.25
0 23593 0.00 -1.24
0 -20972 0.00 -1.25
0 -31457 0.00 -1.23
0 -31457 0.00 -1.26
0 23593 0.00 -1.22
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.25
0 -31457 0.00 -1.24
0 23593 0.00 -1.25
0 0 0.00 -1.28
0 23593 0.00 -1.24
0 -31457 0.00 -1.26
0 2621 0.00 -1.24
0 -31457 0.00 -1.26
0 -31457 0.00 -1.26
0 -31457 0.00 -1.26
0 -10486 0.00 -1.24
0 23593 0.00 -1.23
0 23593 0.00 -1.25
0 -10486 0.00 -1.23
0 -31457 0.00 -1.24
0 -10486 0.00 -1.24
0 23593 0.00 -1.25
0 23593 0.00 -1.23
0 -31457 0.00 -1.22
0 -10486 0.00 -1.26
0 -20972 0.00 -1.24
0 -20972 0.00 -1.24
0 -31457 0.00 -1.24
0 -31457 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.26
0 -31457 0.00 -1.26
0 13107 0.00 -1.24
0 -20972 0.00 -1.25
0 -31457 0.00 -1.24
0 -10486 0.00 -1.26
0 -20972 0.00 -1.24
0 -31457 0.00 -1.26
0 -10486 0.00 -1.25
0 23593 0.00 -1.26
0 -31457 0.00 -1.26
0 23593 0.00 -1.25
0 -10486 0.00 -1.25
0 -10486 0.00 -1.24
0 23593 0.00 -1.25
0 -20972 0.00 -1.27
0 -31457 0.00 -1.24
0 -20972 0.00 -1.26
0 -20972 0.00 -1.26
0 -31457 0.00 -1.24
0 23593 0.00 -1.25
0 -31457 0.00 -1.24
0 23593 0.00 -1.24
0 -31457 0.00 -1.24
0 -20972 0.00 -1.24
0 23593 0.00 -1.26
0 -31457 0.00 -1.24
0 -20972 0.00 -1.23
0 -20972 0.00 -1.24
0 -10486 0.00 -1.25
0 -20972 0.00 -1.23
0 -10486 0.00 -1.25
0 -31457 0.00 -1.23
0 -31457 0.00 -1.24
0 23593 0.00 -1.26
0 23593 0.00 -1.25
0 -31457 0.00 -1.26
0 -31457 0.00 -1.26
0 -20972 0.00 -1.24
0 -31457 0.00 -1.25
0 -20972 0.00 -1.24
0 -10486 0.00 -1.24
0 -31457 0.00 -1.25
0 13107 0.00 -1.25
0 -20972 0.00 -1.25
0 -20972 0.00 -1.24
0 -20972 0.00 -1.25
0 -10486 0.00 -1.24
0 -31457 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.25
0 -20972 0.00 -1.24
0 -31457 0.00 -1.25
0 23593 0.00 -1.26
0 23593 0.00 -1.25
0 -20972 0.00 -1.26
0 -20972 0.00 -1.25
0 -20972 0.00 -1.24
0 13107 0.00 -1.26
0 -10486 0.00 -1.24
0 -20972 0.00 -1.25
0 -31457 0.00 -1.24
0 -20972 0.00 -1.25
0 -31457 0.00 -1.25
0 -20972 0.00 -1.24
0 -10486 0.00 -1.23
0 -10486 0.00 -1.24
0 23593 0.00 -1.25
0 23593 0.00 -1.26
0 23593 0.00 -1.25
0 -10486 0.00 -1.24
0 -10486 0.00 -1.25
0 -31457 0.00 -1.25
0 -31457 0.00 -1.24
0 -20972 0.00 -1.26
0 -31457 0.00 -1.25
0 13107 0.00 -1.25
0 -31457 0.00 -1.25
0 -20972 0.00 -1.25
0 23593 0.00 -1.24
0 -20972 0.00 -1.24
0 -20972 0.00 -1.26
0 -31457 0.00 -1.24
0 -31457 0.00 -1.25
0 2621 0.00 -1.24
0 -31457 0.00 -1.24
0 23593 0.00 -1.25
0 -10486 0.00 -1.25
0 -31457 0.00 -1.25
0 23593 0.00 -1.24
0 23593 0.00 -1.26
0 -31457 0.00 -1.27
0 23593 0.00 -1.25
0 -31457 0.00 -1.24
0 -31457 0.00 -1.24
0 -20972 0.00 -1.26
0 -20972 0.00 -1.22
0 23593 0.00 -1.25
0 -20972 0.00 -1.25
0 -31457 0.00 -1.25
0 -20972 0.00 -1.24
0 -31457 0.00 -1.25
0 23593 0.00 -1.24
0 23593 0.00 -1.24
2 -10486 0.00 -1.23
7 740 8.23 0.00
19 0 0.00 0.00
25 -10486 0.00 0.00
25 -18350 8.23 0.00
25 18350 8.24 0.00
25 0 8.23 0.00
25 -18350 8.22 0.00
25 18350 8.21 0.00
25 18350 8.23 0.00
25 0 8.23 0.00
25 -18350 8.22 0.00
25 -18350 8.24 0.00
25 -18350 8.21 0.00
25 -18350 8.21 0.00
25 18350 8.22 0.00
25 28836 8.23 0.00
25 18350 8.22 0.00
25 18350 8.21 0.00
26 18350 8.24 0.00
27 23593 0.00 -1.24
28 0 0.00 -1.26
29 23593 0.00 -1.26
29 2621 0.00 0.00
30 18350 0.00 0.00
31 -18350 8.22 0.00
32 -18350 8.24 0.00
32 0 8.25 0.00
33 28836 8.24 0.00
34 740 -1.23 8.22
35 740 -1.24 8.21
36 740 -1.26 8.25
36 740 -1.25 8.22
38 740 8.23 0.00
41 23593 0.00 0.00
43 -31457 0.00 0.00
43 -18350 8.22 0.00
46 18350 8.94 0.00
46 13107 7.17 0.00
46 2621 7.14 0.00
46 -18350 7.28 0.00
46 760 0.00 0.00
