all Sensors: 0 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.23
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.22
ESC: 0 Hall Sensors: -10486 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: 13107 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -10486 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -10486 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -10486 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -10486 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.27
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.23
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -10486 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.23
ESC: 0 Hall Sensors: -10486 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.23
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -10486 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: 13107 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -10486 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: 13107 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -10486 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -10486 		 Accel: 0.00 -1.23
ESC: 0 Hall Sensors: -10486 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -10486 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -10486 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: 13107 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: 2621 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -10486 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.27
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.26
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.22
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: -20972 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: -31457 		 Accel: 0.00 -1.25
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.24
ESC: 0 Hall Sensors: 23593 		 Accel: 0.00 -1.24
ESC: 2 Hall Sensors: -10486 		 Accel: 0.00 -1.23
ESC: 7 Hall Sensors: 740 		 Accel: 8.23 0.00
ESC: 19 Hall Sensors: 0 		 Accel: 0.00 0.00
ESC: 25 Hall Sensors: -10486 		 Accel: 0.00 0.00
ESC: 25 Hall Sensors: -18350 		 Accel: 8.23 0.00
ESC: 25 Hall Sensors: 18350 		 Accel: 8.24 0.00
ESC: 25 Hall Sensors: 0 		 Accel: 8.23 0.00
ESC: 25 Hall Sensors: -18350 		 Accel: 8.22 0.00
ESC: 25 Hall Sensors: 18350 		 Accel: 8.21 0.00
ESC: 25 Hall Sensors: 18350 		 Accel: 8.23 0.00
ESC: 25 Hall Sensors: 0 		 Accel: 8.23 0.00
ESC: 25 Hall Sensors: -18350 		 Accel: 8.22 0.00
ESC: 25 Hall Sensors: -18350 		 Accel: 8.24 0.00
ESC: 25 Hall Sensors: -18350 		 Accel: 8.21 0.00
ESC: 25 Hall Sensors: -18350 		 Accel: 8.21 0.00
ESC: 25 Hall Sensors: 18350 		 Accel: 8.22 0.00
ESC: 25 Hall Sensors: 28836 		 Accel: 8.23 0.00
ESC: 25 Hall Sensors: 18350 		 Accel: 8.22 0.00
ESC: 25 Hall Sensors: 18350 		 Accel: 8.21 0.00
ESC: 26 Hall Sensors: 18350 		 Accel: 8.24 0.00
ESC: 27 Hall Sensors: 23593 		 Accel: 0.00 -1.24
ESC: 28 Hall Sensors: 0 		 Accel: 0.00 -1.26
ESC: 29 Hall Sensors: 23593 		 Accel: 0.00 -1.26
ESC: 29 Hall Sensors: 2621 		 Accel: 0.00 0.00
ESC: 30 Hall Sensors: 18350 		 Accel: 0.00 0.00
ESC: 31 Hall Sensors: -18350 		 Accel: 8.22 0.00
ESC: 32 Hall Sensors: -18350 		 Accel: 8.24 0.00
ESC: 32 Hall Sensors: 0 		 Accel: 8.25 0.00
ESC: 33 Hall Sensors: 28836 		 Accel: 8.24 0.00
ESC: 34 Hall Sensors: 740 		 Accel: -1.23 8.22
ESC: 35 Hall Sensors: 740 		 Accel: -1.24 8.21
ESC: 36 Hall Sensors: 740 		 Accel: -1.26 8.25
ESC: 36 Hall Sensors: 740 		 Accel: -1.25 8.22
ESC: 38 Hall Sensors: 740 		 Accel: 8.23 0.00
ESC: 41 Hall Sensors: 23593 		 Accel: 0.00 0.00
ESC: 43 Hall Sensors: -31457 		 Accel: 0.00 0.00
ESC: 43 Hall Sensors: -18350 		 Accel: 8.22 0.00
ESC: 46 Hall Sensors: 18350 		 Accel: 8.94 0.00
ESC: 46 Hall Sensors: 13107 		 Accel: 7.17 0.00
ESC: 46 Hall Sensors: 2621 		 Accel: 7.14 0.00
ESC: 46 Hall Sensors: -18350 		 Accel: 7.28 0.00
ESC: 46 Hall Sensors: 760 		 Accel: 0.00 0.00
ESC: 46 Hall Sensors: -20972 		 Accel: 0.00 0.00
ESC: 47 Hall Sensors: -31457 		 Accel: 0.00 0.00
ESC: 47 Hall Sensors: -15729 		 Accel: 4.76 0.00
ESC: 47 Hall Sensors: -23593 		 Accel: 3.30 0.00
ESC: 47 Hall Sensors: -15729 		 Accel: 8.09 0.00
ESC: 50 Hall Sensors: -5243 		 Accel: 0.00 0.00
ESC: 50 Hall Sensors: 10486 		 Accel: 0.00 0.00
ESC: 51 Hall Sensors: 31457 		 Accel: 0.00 0.00
ESC: 51 Hall Sensors: 766 		 Accel: 0.00 0.00
ESC: 51 Hall Sensors: -31457 		 Accel: 4.09 0.00
ESC: 51 Hall Sensors: 26214 		 Accel: -0.10 0.00
ESC: 51 Hall Sensors: 770 		 Accel: -0.43 3.40
ESC: 51 Hall Sensors: 764 		 Accel: -2.72 3.10
ESC: 51 Hall Sensors: 732 		 Accel: -1.97 5.59
ESC: 51 Hall Sensors: 653 		 Accel: 1.28 7.24
ESC: 51 Hall Sensors: 857 		 Accel: 0.00 0.00
ESC: 51 Hall Sensors: 15729 		 Accel: 6.10 0.00
ESC: 51 Hall Sensors: -13107 		 Accel: 4.60 0.00
ESC: 51 Hall Sensors: 18350 		 Accel: 5.10 0.00
ESC: 51 Hall Sensors: -28836 		 Accel: 2.84 0.00
ESC: 51 Hall Sensors: -15729 		 Accel: 6.43 0.00
ESC: 51 Hall Sensors: 5243 		 Accel: 0.24 0.00
ESC: 51 Hall Sensors: -28836 		 Accel: 8.28 0.00
ESC: 51 Hall Sensors: 31457 		 Accel: 7.06 0.00
ESC: 51 Hall Sensors: 26214 		 Accel: 6.22 0.00
ESC: 51 Hall Sensors: -15729 		 Accel: 8.32 0.00
ESC: 51 Hall Sensors: 10486 		 Accel: 5.92 0.00
ESC: 51 Hall Sensors: -7864 		 Accel: 6.85 0.00
ESC: 51 Hall Sensors: -28836 		 Accel: 7.46 0.00
ESC: 51 Hall Sensors: -13107 		 Accel: 2.83 0.00
ESC: 51 Hall Sensors: 18350 		 Accel: 4.72 0.00
ESC: 51 Hall Sensors: -15729 		 Accel: -1.27 0.00
ESC: 51 Hall Sensors: -5243 		 Accel: 0.00 0.00
ESC: 51 Hall Sensors: -26214 		 Accel: 6.28 0.00
ESC: 51 Hall Sensors: -5243 		 Accel: 6.35 0.00
ESC: 51 Hall Sensors: 15729 		 Accel: 0.00 0.00
ESC: 51 Hall Sensors: -7864 		 Accel: 3.98 0.00
ESC: 51 Hall Sensors: -15729 		 Accel: 6.79 0.00
ESC: 51 Hall Sensors: 31457 		 Accel: 5.60 0.00
ESC: 51 Hall Sensors: 13107 		 Accel: 4.24 0.00
ESC: 51 Hall Sensors: -13107 		 Accel: 1.52 0.00
ESC: 51 Hall Sensors: -5243 		 Accel: 0.22 0.00
ESC: 51 Hall Sensors: -10486 		 Accel: 1.53 0.00
ESC: 51 Hall Sensors: -13107 		 Accel: 6.59 0.00
ESC: 51 Hall Sensors: -2621 		 Accel: 6.81 0.00
ESC: 51 Hall Sensors: 26214 		 Accel: 6.76 0.00
ESC: 51 Hall Sensors: -10486 		 Accel: 0.00 0.00
ESC: 51 Hall Sensors: 728 		 Accel: 0.00 0.00
ESC: 51 Hall Sensors: 28836 		 Accel: 3.38 0.00
ESC: 54 Hall Sensors: 757 		 Accel: 0.00 0.00
ESC: 56 Hall Sensors: -2621 		 Accel: 0.00 0.00
ESC: 58 Hall Sensors: 666 		 Accel: 0.00 0.00
ESC: 61 Hall Sensors: -28836 		 Accel: 1.61 0.00
ESC: 61 Hall Sensors: -2621 		 Accel: 4.06 0.00
ESC: 61 Hall Sensors: 767 		 Accel: 0.00 0.00
ESC: 61 Hall Sensors: 0 		 Accel: -0.40 0.00
ESC: 61 Hall Sensors: 770 		 Accel: 0.00 0.00
ESC: 61 Hall Sensors: 13107 		 Accel: 3.45 0.00
ESC: 61 Hall Sensors: 20972 		 Accel: 4.11 0.00
ESC: 61 Hall Sensors: 26214 		 Accel: 0.00 0.00
ESC: 61 Hall Sensors: 697 		 Accel: 0.00 0.00
ESC: 61 Hall Sensors: 31457 		 Accel: 0.00 0.00
ESC: 61 Hall Sensors: 18350 		 Accel: 0.00 4.97
ESC: 61 Hall Sensors: 766 		 Accel: 0.00 0.00
ESC: 61 Hall Sensors: -15729 		 Accel: 1.89 0.00
ESC: 61 Hall Sensors: 0 		 Accel: 1.30 0.00
ESC: 61 Hall Sensors: 763 		 Accel: -1.10 -2.12
ESC: 61 Hall Sensors: 731 		 Accel: -2.52 1.09
ESC: 61 Hall Sensors: 644 		 Accel: 0.08 5.18
ESC: 61 Hall Sensors: 616 		 Accel: -0.11 6.28
ESC: 61 Hall Sensors: 712 		 Accel: 2.42 3.85
ESC: 61 Hall Sensors: 756 		 Accel: 0.16 2.51
ESC: 61 Hall Sensors: 766 		 Accel: -2.05 1.42
ESC: 62 Hall Sensors: 769 		 Accel: 3.84 0.70
ESC: 62 Hall Sensors: -15729 		 Accel: 8.25 0.00
ESC: 64 Hall Sensors: 7864 		 Accel: 0.00 0.00
ESC: 68 Hall Sensors: 18350 		 Accel: 6.11 0.00
ESC: 68 Hall Sensors: -5243 		 Accel: 0.00 0.00
ESC: 68 Hall Sensors: 768 		 Accel: 0.00 0.00
ESC: 68 Hall Sensors: 15729 		 Accel: 0.00 0.00
ESC: 68 Hall Sensors: 23593 		 Accel: 0.00 0.00
ESC: 68 Hall Sensors: 18350 		 Accel: -1.72 0.00
ESC: 68 Hall Sensors: -26214 		 Accel: 3.68 0.00
ESC: 68 Hall Sensors: 0 		 Accel: 2.13 0.00
ESC: 68 Hall Sensors: -10486 		 Accel: 3.16 0.00
ESC: 68 Hall Sensors: 28836 		 Accel: 4.94 0.00
ESC: 68 Hall Sensors: -7864 		 Accel: 0.00 0.00
ESC: 69 Hall Sensors: 18350 		 Accel: 0.00 0.00
ESC: 69 Hall Sensors: 751 		 Accel: 0.00 0.00
ESC: 70 Hall Sensors: -15729 		 Accel: 0.00 0.00
ESC: 72 Hall Sensors: -31457 		 Accel: 0.00 0.00
ESC: 73 Hall Sensors: 13107 		 Accel: 0.00 0.00
ESC: 76 Hall Sensors: 13107 		 Accel: 1.96 0.00
ESC: 76 Hall Sensors: 28836 		 Accel: 4.66 0.00
ESC: 76 Hall Sensors: -28836 		 Accel: 0.00 0.00
ESC: 76 Hall Sensors: -26214 		 Accel: 0.00 0.00
ESC: 76 Hall Sensors: 591 		 Accel: 0.00 0.00
ESC: 76 Hall Sensors: -28836 		 Accel: 0.00 0.00
ESC: 76 Hall Sensors: -10486 		 Accel: 0.00 0.00
ESC: 76 Hall Sensors: 10486 		 Accel: 0.00 0.00
ESC: 76 Hall Sensors: -15729 		 Accel: 0.00 0.00
ESC: 76 Hall Sensors: 10486 		 Accel: 0.00 0.00
ESC: 76 Hall Sensors: -26214 		 Accel: 0.00 0.00
ESC: 77 Hall Sensors: 20972 		 Accel: 0.33 0.00
ESC: 77 Hall Sensors: 2621 		 Accel: 0.00 0.00
ESC: 77 Hall Sensors: 15729 		 Accel: 0.00 0.00
ESC: 77 Hall Sensors: 26214 		 Accel: 0.00 0.00
ESC: 77 Hall Sensors: 761 		 Accel: 0.00 0.00
ESC: 78 Hall Sensors: 20972 		 Accel: 2.83 0.00
ESC: 80 Hall Sensors: 2621 		 Accel: 0.00 0.00
ESC: 81 Hall Sensors: 31457 		 Accel: 0.00 0.00
ESC: 84 Hall Sensors: -18350 		 Accel: 0.00 0.00
ESC: 84 Hall Sensors: 725 		 Accel: 0.00 0.00
ESC: 84 Hall Sensors: -31457 		 Accel: -1.25 0.00
ESC: 84 Hall Sensors: 598 		 Accel: 0.00 0.00
ESC: 84 Hall Sensors: -28836 		 Accel: 0.00 0.00
ESC: 84 Hall Sensors: 2621 		 Accel: 1.72 0.00
ESC: 84 Hall Sensors: -5243 		 Accel: 0.67 0.00
ESC: 84 Hall Sensors: 760 		 Accel: 0.00 0.00
ESC: 84 Hall Sensors: 23593 		 Accel: -2.33 0.00
ESC: 84 Hall Sensors: 18350 		 Accel: 0.71 0.00
ESC: 84 Hall Sensors: 682 		 Accel: 0.00 0.00
ESC: 84 Hall Sensors: -20972 		 Accel: 0.00 0.00
ESC: 87 Hall Sensors: 18350 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: 18350 		 Accel: 3.10 0.00
ESC: 89 Hall Sensors: 15729 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -7864 		 Accel: 1.44 0.00
ESC: 89 Hall Sensors: 449 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 28836 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 763 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -26214 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 769 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 31457 		 Accel: -0.85 0.00
ESC: 89 Hall Sensors: 750 		 Accel: -1.05 0.00
ESC: 89 Hall Sensors: -13107 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -10486 		 Accel: 1.99 0.00
ESC: 89 Hall Sensors: 672 		 Accel: -2.10 0.00
ESC: 89 Hall Sensors: 769 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 0 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -10486 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -31457 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -10486 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: 759 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: 718 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: 5243 		 Accel: 2.68 0.00
ESC: 88 Hall Sensors: 23593 		 Accel: 7.41 0.00
ESC: 88 Hall Sensors: 23593 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: -18350 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: 13107 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: 759 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: -28836 		 Accel: 3.50 0.00
ESC: 88 Hall Sensors: 13107 		 Accel: 2.02 0.00
ESC: 88 Hall Sensors: 2621 		 Accel: 8.37 0.00
ESC: 88 Hall Sensors: 10486 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: 7864 		 Accel: 1.47 0.00
ESC: 88 Hall Sensors: -13107 		 Accel: 2.18 0.00
ESC: 88 Hall Sensors: 0 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: -20972 		 Accel: 7.40 0.00
ESC: 88 Hall Sensors: 10486 		 Accel: 0.83 0.00
ESC: 88 Hall Sensors: 767 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: 2621 		 Accel: 0.67 0.00
ESC: 88 Hall Sensors: -18350 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 10486 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -23593 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 26214 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -28836 		 Accel: -3.75 0.00
ESC: 89 Hall Sensors: -26214 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 671 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -18350 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -26214 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -15729 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -5243 		 Accel: 0.62 0.00
ESC: 89 Hall Sensors: -13107 		 Accel: 4.59 0.00
ESC: 89 Hall Sensors: -20972 		 Accel: 7.50 0.00
ESC: 89 Hall Sensors: 634 		 Accel: -1.59 3.45
ESC: 89 Hall Sensors: 756 		 Accel: 0.55 4.29
ESC: 89 Hall Sensors: 766 		 Accel: -1.31 0.00
ESC: 89 Hall Sensors: 767 		 Accel: 1.77 1.40
ESC: 89 Hall Sensors: 764 		 Accel: 4.33 -0.55
ESC: 89 Hall Sensors: 713 		 Accel: 0.07 -0.58
ESC: 89 Hall Sensors: 792 		 Accel: -3.79 0.00
ESC: 89 Hall Sensors: 28836 		 Accel: 0.00 -1.18
ESC: 89 Hall Sensors: -23593 		 Accel: 0.00 0.35
ESC: 89 Hall Sensors: 2621 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 31457 		 Accel: 1.62 0.00
ESC: 89 Hall Sensors: -26214 		 Accel: 2.38 0.00
ESC: 89 Hall Sensors: -23593 		 Accel: 1.11 0.00
ESC: 89 Hall Sensors: 28836 		 Accel: 7.48 0.00
ESC: 89 Hall Sensors: -15729 		 Accel: 2.54 0.00
ESC: 89 Hall Sensors: 13107 		 Accel: 4.90 0.00
ESC: 89 Hall Sensors: 20972 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 23593 		 Accel: 1.47 0.00
ESC: 89 Hall Sensors: -15729 		 Accel: 4.96 0.00
ESC: 89 Hall Sensors: 15729 		 Accel: 0.61 0.00
ESC: 89 Hall Sensors: -18350 		 Accel: 1.96 0.00
ESC: 89 Hall Sensors: -10486 		 Accel: 8.78 0.00
ESC: 89 Hall Sensors: 5243 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -7864 		 Accel: -3.31 0.00
ESC: 89 Hall Sensors: 13107 		 Accel: 0.69 0.00
ESC: 89 Hall Sensors: 682 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 2621 		 Accel: 6.57 0.00
ESC: 89 Hall Sensors: 10486 		 Accel: 5.24 0.00
ESC: 89 Hall Sensors: -20972 		 Accel: 6.55 0.00
ESC: 89 Hall Sensors: 23593 		 Accel: 1.58 0.00
ESC: 89 Hall Sensors: -26214 		 Accel: 0.01 0.00
ESC: 89 Hall Sensors: -28836 		 Accel: 3.61 0.00
ESC: 89 Hall Sensors: 20972 		 Accel: 1.31 0.00
ESC: 89 Hall Sensors: -5243 		 Accel: 1.96 0.00
ESC: 89 Hall Sensors: -31457 		 Accel: 3.65 0.00
ESC: 89 Hall Sensors: -2621 		 Accel: 4.27 0.00
ESC: 89 Hall Sensors: 20972 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 10486 		 Accel: 4.70 0.00
ESC: 89 Hall Sensors: 0 		 Accel: 7.85 0.00
ESC: 89 Hall Sensors: 28836 		 Accel: 5.88 0.00
ESC: 89 Hall Sensors: 424 		 Accel: 2.72 0.00
ESC: 89 Hall Sensors: 0 		 Accel: 0.00 -0.24
ESC: 89 Hall Sensors: -10486 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 13107 		 Accel: 0.21 0.00
ESC: 89 Hall Sensors: -2621 		 Accel: -1.88 0.00
ESC: 89 Hall Sensors: -13107 		 Accel: 7.07 0.00
ESC: 89 Hall Sensors: 26214 		 Accel: 2.98 0.00
ESC: 89 Hall Sensors: -13107 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -15729 		 Accel: 6.14 0.00
ESC: 89 Hall Sensors: 15729 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 769 		 Accel: 1.88 0.00
ESC: 89 Hall Sensors: -28836 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 28836 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -2621 		 Accel: 3.50 0.00
ESC: 89 Hall Sensors: 742 		 Accel: 3.22 2.17
ESC: 89 Hall Sensors: 766 		 Accel: 1.81 0.00
ESC: 89 Hall Sensors: -5243 		 Accel: 0.15 0.00
ESC: 89 Hall Sensors: -13107 		 Accel: 0.08 0.00
ESC: 89 Hall Sensors: -5243 		 Accel: 1.50 0.00
ESC: 89 Hall Sensors: 15729 		 Accel: -0.84 0.00
ESC: 89 Hall Sensors: -13107 		 Accel: 6.39 0.00
ESC: 89 Hall Sensors: -10486 		 Accel: 7.70 0.00
ESC: 89 Hall Sensors: 26214 		 Accel: -0.45 0.00
ESC: 89 Hall Sensors: 767 		 Accel: -1.73 4.46
ESC: 89 Hall Sensors: 756 		 Accel: 2.54 6.02
ESC: 89 Hall Sensors: 705 		 Accel: 0.19 0.79
ESC: 89 Hall Sensors: 638 		 Accel: 2.17 6.85
ESC: 89 Hall Sensors: 706 		 Accel: -0.25 7.68
ESC: 89 Hall Sensors: 766 		 Accel: -1.48 4.16
ESC: 89 Hall Sensors: 768 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 18350 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 7864 		 Accel: 1.04 0.00
ESC: 89 Hall Sensors: -28836 		 Accel: 5.41 0.00
ESC: 89 Hall Sensors: 7864 		 Accel: 7.48 0.00
ESC: 89 Hall Sensors: -15729 		 Accel: 6.33 0.00
ESC: 89 Hall Sensors: 18350 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: 10486 		 Accel: -0.18 0.00
ESC: 89 Hall Sensors: 20972 		 Accel: -3.03 0.00
ESC: 89 Hall Sensors: 750 		 Accel: 6.33 3.39
ESC: 89 Hall Sensors: 656 		 Accel: -2.35 6.38
